city_code,census_year,total_population,population_under_15,population_15_to_64,population_over_65,male_total_population,male_population_under_15,male_population_15_to_64,male_population_over_65,female_total_population,female_population_under_15,female_population_15_to_64,female_population_over_65
01482,2020,2994,265,1527,1201,1431,146,790,494,1563,119,737,707
01482,2010,3717,357,2071,1289,1789,193,1058,538,1928,164,1013,751
01482,2015,3336,301,1811,1224,1585,161,919,505,1751,140,892,719
01483,2020,2936,285,1463,1186,1428,153,769,505,1508,132,694,681
01483,2010,3656,392,1927,1337,1710,206,936,568,1946,186,991,769
01483,2015,3265,333,1657,1275,1549,176,843,530,1716,157,814,745
01484,2020,6548,619,3096,2832,3163,337,1680,1145,3385,282,1416,1687
01484,2010,7964,828,4284,2850,3777,426,2167,1183,4187,402,2117,1667
01484,2015,7327,789,3629,2903,3490,408,1882,1195,3837,381,1747,1708
01485,2020,1080,90,569,421,518,46,285,187,562,44,284,234
01485,2010,1369,157,741,471,663,86,387,190,706,71,354,281
01485,2015,1217,114,666,437,578,53,345,180,639,61,321,257
01486,2020,2520,248,1238,1034,1222,129,658,435,1298,119,580,599
01486,2010,3084,371,1656,1057,1510,202,854,454,1574,169,802,603
01486,2015,2806,296,1447,1063,1368,158,760,450,1438,138,687,613
01487,2020,2950,300,1545,1097,1478,152,848,472,1472,148,697,625
01487,2010,3780,453,2275,1052,1900,241,1228,431,1880,212,1047,621
01487,2015,3243,364,1830,1049,1643,187,1005,451,1600,177,825,598
01511,2020,2611,366,1622,615,1285,183,832,264,1326,183,790,351
01511,2010,2825,435,1776,614,1344,202,894,248,1481,233,882,366
01511,2015,2684,416,1656,612,1282,187,843,252,1402,229,813,360
01512,2020,3448,312,1831,1293,1675,151,968,544,1773,161,863,749
01512,2010,4168,504,2516,1148,1959,262,1231,466,2209,242,1285,682
01512,2015,3881,416,2218,1246,1871,210,1131,529,2010,206,1087,717
01513,2020,1637,160,822,655,818,80,459,279,819,80,363,376
01513,2010,1974,207,1057,710,961,106,531,324,1013,101,526,386
01513,2015,1757,158,918,680,869,82,490,296,888,76,428,384
01514,2020,7565,790,4078,2696,3600,389,2079,1132,3965,401,1999,1564
01514,2010,9125,1174,5375,2576,4313,593,2629,1091,4812,581,2746,1485
01514,2015,8437,990,4729,2717,3983,500,2337,1145,4454,490,2392,1572
01516,2020,3974,388,2114,1357,2098,218,1172,613,1876,170,942,744
01516,2010,4378,528,2658,1192,2208,274,1427,507,2170,254,1231,685
01516,2015,4054,477,2352,1224,2037,268,1255,514,2017,209,1097,710
01517,2020,2509,259,1340,910,1284,133,727,424,1225,126,613,486
01517,2010,3078,316,1816,946,1532,165,964,403,1546,151,852,543
01517,2015,2773,269,1561,943,1398,148,843,407,1375,121,718,536
01518,2020,2004,185,1010,809,994,94,543,357,1010,91,467,452
01518,2010,2590,241,1465,884,1295,115,812,368,1295,126,653,516
01518,2015,2303,217,1211,875,1122,93,652,377,1181,124,559,498
01519,2020,2458,252,1265,941,1188,138,657,393,1270,114,608,548
01519,2010,3037,342,1665,1030,1446,183,841,422,1591,159,824,608
01519,2015,2787,340,1447,1000,1321,179,741,401,1466,161,706,599
01520,2020,2371,274,1416,681,1290,136,849,305,1081,138,567,376
01520,2010,2677,328,1738,611,1393,184,966,243,1284,144,772,368
01520,2015,2447,320,1478,649,1279,166,842,271,1168,154,636,378
01543,2020,18697,1928,10043,6713,9063,990,5189,2872,9634,938,4854,3841
01543,2010,21575,2720,12903,5950,10456,1394,6516,2544,11119,1326,6387,3406
01543,2015,20296,2376,11374,6533,9763,1228,5750,2775,10533,1148,5624,3758
01544,2020,4373,365,1940,1978,2096,179,1056,816,2277,186,884,1162
01544,2010,5646,573,2964,2109,2703,320,1518,865,2943,253,1446,1244
01544,2015,5008,432,2483,2093,2427,233,1320,874,2581,199,1163,1219
01545,2020,11418,1337,6221,3839,5672,687,3307,1659,5746,650,2914,2180
01545,2010,13045,1535,8070,3440,6517,814,4238,1465,6528,721,3832,1975
01545,2015,12231,1426,7139,3666,6113,747,3794,1572,6118,679,3345,2094
01546,2020,3883,453,1868,1484,1882,247,972,628,2001,206,896,856
01546,2010,4551,554,2497,1500,2206,292,1280,634,2345,262,1217,866
01546,2015,4221,528,2179,1514,2049,296,1119,634,2172,232,1060,880
01547,2020,4623,533,2312,1772,2207,274,1171,758,2416,259,1141,1014
01547,2010,5358,630,3025,1703,2545,319,1519,707,2813,311,1506,996
01547,2015,5085,599,2710,1773,2414,291,1377,744,2671,308,1333,1029
01549,2020,4677,531,2314,1828,2241,270,1167,800,2436,261,1147,1028
01549,2010,5435,660,3079,1696,2599,333,1531,735,2836,327,1548,961
01549,2015,5100,616,2654,1830,2412,296,1321,795,2688,320,1333,1035
01550,2020,2775,270,1261,1244,1281,127,652,502,1494,143,609,742
01550,2010,3428,344,1779,1305,1575,184,839,552,1853,160,940,753
01550,2015,3092,287,1496,1305,1424,141,729,550,1668,146,767,755
01552,2020,4875,492,2458,1924,2296,259,1212,824,2579,233,1246,1100
01552,2010,5892,671,3268,1953,2766,326,1602,838,3126,345,1666,1115
01552,2015,5362,601,2755,2006,2498,292,1343,863,2864,309,1412,1143
01555,2020,19241,1961,9521,7230,9337,1020,4972,3041,9904,941,4549,4189
01555,2010,22265,2751,12560,6949,10742,1448,6333,2957,11523,1303,6227,3992
01555,2015,20873,2413,11111,7334,10081,1239,5728,3105,10792,1174,5383,4229
01559,2020,8270,781,4243,3246,3947,391,2186,1370,4323,390,2057,1876
01559,2010,10041,1226,5582,3233,4731,643,2721,1367,5310,583,2861,1866
01559,2015,9231,965,4961,3305,4378,491,2501,1386,4853,474,2460,1919
01560,2020,2421,202,1135,1084,1177,106,607,464,1244,96,528,620
01560,2010,3028,269,1593,1166,1429,151,790,488,1599,118,803,678
01560,2015,2721,239,1362,1120,1292,127,702,463,1429,112,660,657
01561,2020,3628,450,1969,1209,1768,231,1040,497,1860,219,929,712
01561,2010,4301,553,2550,1198,2075,292,1279,504,2226,261,1271,694
01561,2015,3909,464,2218,1227,1895,254,1131,510,2014,210,1087,717
01562,2020,1053,104,576,373,520,56,321,143,533,48,255,230
01562,2010,1135,109,643,383,540,57,344,139,595,52,299,244
01562,2015,1116,119,630,367,542,61,345,136,574,58,285,231
01563,2020,4199,432,2347,1420,1999,221,1191,587,2200,211,1156,833
01563,2010,4939,534,2964,1441,2345,276,1474,595,2594,258,1490,846
01563,2015,4525,499,2588,1438,2136,258,1303,575,2389,241,1285,863
01564,2020,6775,798,3470,2507,3287,396,1790,1101,3488,402,1680,1406
01564,2010,7933,1059,4554,2318,3840,564,2311,963,4093,495,2243,1355
01564,2015,7360,926,3969,2464,3552,476,2027,1048,3808,450,1942,1416
01571,2020,3821,386,1916,1512,1781,194,960,623,2040,192,956,889
01571,2010,4528,447,2525,1556,2101,222,1261,618,2427,225,1264,938
01571,2015,4291,442,2315,1534,2000,219,1141,640,2291,223,1174,894
01575,2020,2743,227,1227,1237,1285,121,619,516,1458,106,608,721
01575,2010,3232,350,1633,1249,1503,188,806,509,1729,162,827,740
01575,2015,2922,282,1402,1238,1370,152,714,504,1552,130,688,734
01578,2020,16212,1104,7639,7428,7706,557,3908,3212,8506,547,3731,4216
01578,2010,19376,1917,10852,6600,9232,993,5311,2924,10144,924,5541,3676
01578,2015,17740,1475,8978,7204,8489,758,4544,3131,9251,717,4434,4073
01581,2020,4432,567,2236,1613,2249,302,1207,728,2183,265,1029,885
01581,2010,4890,554,2751,1585,2419,274,1458,687,2471,280,1293,898
01581,2015,4838,532,2592,1714,2482,278,1449,755,2356,254,1143,959
01584,2020,8442,706,4031,3679,3909,361,1981,1548,4533,345,2050,2131
01584,2010,10132,998,5568,3566,4677,535,2638,1504,5455,463,2930,2062
01584,2015,9299,823,4697,3738,4280,431,2254,1570,5019,392,2443,2168
01585,2020,7340,754,3873,2712,3632,361,2093,1177,3708,393,1780,1535
01585,2010,8726,1059,5041,2626,4312,536,2652,1124,4414,523,2389,1502
01585,2015,8148,887,4429,2814,4049,445,2380,1209,4099,442,2049,1605
01586,2020,7651,707,3781,3122,3779,352,2035,1361,3872,355,1746,1761
01586,2010,9746,1074,5570,3100,4811,546,2949,1314,4935,528,2621,1786
01586,2015,8596,845,4609,3141,4211,435,2463,1312,4385,410,2146,1829
01601,2020,11279,1209,6008,4062,5712,630,3292,1790,5567,579,2716,2272
01601,2010,13615,1686,8076,3853,6785,863,4256,1666,6830,823,3820,2187
01601,2015,12378,1456,6961,3961,6174,738,3721,1715,6204,718,3240,2246
01602,2020,4776,553,2537,1680,2395,289,1377,725,2381,264,1160,955
01602,2010,5596,719,3263,1614,2709,367,1653,689,2887,352,1610,925
01602,2015,5315,662,2949,1704,2630,335,1567,728,2685,327,1382,976
01604,2020,5309,656,2894,1747,2603,316,1538,741,2706,340,1356,1006
01604,2010,5775,755,3458,1562,2802,385,1771,646,2973,370,1687,916
01604,2015,5592,733,3115,1708,2717,361,1629,698,2875,372,1486,1010
01607,2020,12074,1242,6735,4097,5975,654,3629,1692,6099,588,3106,2405
01607,2010,14389,1794,8979,3616,7064,938,4625,1501,7325,856,4354,2115
01607,2015,13075,1509,7670,3895,6368,802,3955,1610,6707,707,3715,2285
01608,2020,4043,363,1970,1710,1923,185,984,754,2120,178,986,956
01608,2010,5114,589,2949,1576,2417,302,1477,638,2697,287,1472,938
01608,2015,4518,449,2432,1635,2139,232,1222,683,2379,217,1210,952
01609,2020,4374,537,2398,1438,2230,271,1334,624,2144,266,1064,814
01609,2010,5413,767,3330,1316,2698,389,1772,537,2715,378,1558,779
01609,2015,4906,687,2852,1367,2449,357,1505,587,2457,330,1347,780
01610,2020,21517,2424,11396,7608,10473,1222,5954,3238,11044,1202,5442,4370
01610,2010,25419,3244,15202,6973,12310,1658,7688,2964,13109,1586,7514,4009
01610,2015,23231,2798,12991,7427,11188,1445,6613,3121,12043,1353,6378,4306
01631,2020,43576,5656,24865,12907,20630,2886,12170,5474,22946,2770,12695,7433
01631,2010,45085,7213,27537,10295,21295,3741,13126,4398,23790,3472,14411,5897
01631,2015,44807,6645,26252,11866,21080,3380,12586,5093,23727,3265,13666,6773
01632,2020,5848,734,3168,1938,2891,380,1656,848,2957,354,1512,1090
01632,2010,6416,911,3774,1731,3063,450,1914,699,3353,461,1860,1032
01632,2015,6132,844,3494,1794,2939,422,1780,737,3193,422,1714,1057
01633,2020,4778,550,2537,1690,2343,282,1348,713,2435,268,1189,977
01633,2010,5080,609,2836,1633,2462,307,1451,702,2618,302,1385,931
01633,2015,4765,543,2543,1676,2300,277,1302,719,2465,266,1241,957
01634,2020,5266,714,2915,1629,2572,353,1497,718,2694,361,1418,911
01634,2010,5702,809,3415,1478,2822,432,1770,620,2880,377,1645,858
01634,2015,5542,808,3167,1567,2718,406,1631,681,2824,402,1536,886
01635,2020,5817,591,3027,2199,2900,315,1622,963,2917,276,1405,1236
01635,2010,6653,693,3849,2111,3320,368,2004,948,3333,325,1845,1163
01635,2015,6288,661,3441,2183,3123,354,1809,957,3165,307,1632,1226
01636,2020,9094,909,4529,3388,4478,466,2380,1471,4616,443,2149,1917
01636,2010,9961,1160,5722,3077,4811,604,2895,1310,5150,556,2827,1767
01636,2015,9599,1095,5167,3330,4683,571,2659,1448,4916,524,2508,1882
01637,2020,18048,2462,10010,5535,8612,1254,4905,2423,9436,1208,5105,3112
01637,2010,18905,3080,11458,4361,9023,1556,5603,1859,9882,1524,5855,2502
01637,2015,18484,2815,10600,5042,8773,1412,5167,2175,9711,1403,5433,2867
01638,2020,3884,491,2275,1118,1880,241,1176,463,2004,250,1099,655
01638,2010,4006,526,2482,998,1963,249,1275,439,2043,277,1207,559
01638,2015,3966,519,2359,1087,1932,250,1230,451,2034,269,1129,636
01639,2020,3080,405,1706,969,1519,221,878,420,1561,184,828,549
01639,2010,3391,484,1999,908,1699,256,1051,392,1692,228,948,516
01639,2015,3185,431,1831,923,1567,230,959,378,1618,201,872,545
01641,2020,5420,612,2825,1983,2714,313,1520,881,2706,299,1305,1102
01641,2010,5977,724,3435,1818,2873,356,1752,765,3104,368,1683,1053
01641,2015,5738,702,3092,1943,2810,355,1613,842,2928,347,1479,1101
01642,2020,6387,609,3247,2517,3096,302,1707,1075,3291,307,1540,1442
01642,2010,7881,1011,4593,2277,3839,525,2351,963,4042,486,2242,1314
01642,2015,7030,757,3822,2451,3357,370,1971,1016,3673,387,1851,1435
01643,2020,25766,3168,13900,8658,12243,1656,6763,3798,13523,1512,7137,4860
01643,2010,26547,3731,15945,6867,12551,1894,7643,3011,13996,1837,8302,3856
01643,2015,26760,3542,15173,8025,12627,1792,7286,3536,14133,1750,7887,4489
01644,2020,6294,520,3029,2743,2967,258,1558,1149,3327,262,1471,1594
01644,2010,7527,827,4104,2596,3501,394,2008,1099,4026,433,2096,1497
01644,2015,6882,622,3437,2751,3253,317,1710,1185,3629,305,1727,1566
01645,2020,3022,294,1536,1192,1478,147,807,524,1544,147,729,668
01645,2010,3394,374,1862,1158,1620,181,930,509,1774,193,932,649
01645,2015,3182,317,1659,1206,1523,169,839,515,1659,148,820,691
01646,2020,6618,579,3281,2756,3228,315,1763,1149,3390,264,1518,1607
01646,2010,8275,898,4634,2743,4068,468,2414,1186,4207,430,2220,1557
01646,2015,7358,734,3821,2802,3615,379,2030,1206,3743,355,1791,1596
01647,2020,6563,732,3199,2618,3215,391,1665,1146,3348,341,1534,1472
01647,2010,7630,870,4171,2589,3691,444,2122,1125,3939,426,2049,1464
01647,2015,6990,807,3533,2648,3380,425,1824,1129,3610,382,1709,1519
01648,2020,2264,224,1154,886,1138,113,639,386,1126,111,515,500
01648,2010,2650,260,1430,960,1329,133,750,446,1321,127,680,514
01648,2015,2482,247,1311,923,1253,122,740,390,1229,125,571,533
01649,2020,4387,425,2088,1865,2138,220,1118,791,2249,205,970,1074
01649,2010,5460,591,3041,1827,2595,285,1531,778,2865,306,1510,1049
01649,2015,4919,524,2532,1861,2361,261,1313,785,2558,263,1219,1076
01661,2020,19105,2153,11091,5704,9101,1120,5421,2455,10004,1033,5670,3249
01661,2010,20526,2802,13711,4001,9886,1469,6703,1705,10640,1333,7008,2296
01661,2015,19833,2438,12442,4953,9373,1255,6027,2091,10460,1183,6415,2862
01662,2020,8892,900,4809,3182,4173,458,2382,1332,4719,442,2427,1850
01662,2010,10630,1274,6315,3041,4978,633,3078,1267,5652,641,3237,1774
01662,2015,9778,1102,5564,3105,4628,567,2774,1280,5150,535,2790,1825
01663,2020,5507,633,3109,1759,2726,327,1595,799,2781,306,1514,960
01663,2010,6511,855,3970,1686,3152,423,2020,709,3359,432,1950,977
01663,2015,6061,804,3516,1741,2954,387,1811,756,3107,417,1705,985
01664,2020,7230,861,3894,2475,3471,437,1960,1074,3759,424,1934,1401
01664,2010,8285,1055,4884,2346,3986,530,2458,998,4299,525,2426,1348
01664,2015,7742,991,4313,2436,3717,480,2189,1046,4025,511,2124,1390
01665,2020,6955,605,3405,2854,3314,305,1743,1227,3641,300,1662,1627
01665,2010,8278,950,4731,2594,3919,476,2342,1098,4359,474,2389,1496
01665,2015,7758,807,4113,2838,3679,410,2067,1202,4079,397,2046,1636
01667,2020,2558,298,1339,910,1254,148,702,397,1304,150,637,513
01667,2010,2627,364,1499,764,1294,204,749,341,1333,160,750,423
01667,2015,2534,325,1381,809,1234,168,718,338,1300,157,663,471
01668,2020,7289,564,3660,3063,3414,300,1812,1300,3875,264,1848,1763
01668,2010,9294,1034,5399,2861,4376,543,2633,1200,4918,491,2766,1661
01668,2015,8068,757,4329,2981,3752,392,2109,1250,4316,365,2220,1731
01691,2020,14380,1849,7996,3992,7286,955,4210,1795,7094,894,3786,2197
01691,2010,15855,2511,9985,3359,7883,1284,5177,1422,7972,1227,4808,1937
01691,2015,15273,2338,9177,3746,7687,1191,4843,1646,7586,1147,4334,2100
01692,2020,23010,3021,13749,6151,11339,1543,7065,2662,11671,1478,6684,3489
01692,2010,23982,3779,15558,4629,11750,1910,7788,2040,12232,1869,7770,2589
01692,2015,23774,3563,14625,5491,11628,1802,7330,2439,12146,1761,7295,3052
01693,2020,5023,637,2796,1571,2465,312,1459,678,2558,325,1337,893
01693,2010,5646,815,3447,1384,2744,406,1748,590,2902,409,1699,794
01693,2015,5242,676,3064,1498,2565,325,1593,643,2677,351,1471,855
01694,2020,4722,516,2718,1484,2346,251,1460,631,2376,265,1258,853
01694,2010,5885,786,3745,1354,2931,398,1970,563,2954,388,1775,791
01694,2015,5415,648,3334,1433,2697,335,1761,601,2718,313,1573,832
02000,2020,1237984,129112,676167,412943,583402,65898,336887,169631,654582,63214,339280,243312
02000,2010,1373339,171842,843587,352768,646141,87585,414888,140636,727198,84257,428699,212132
02000,2015,1308265,148208,757867,390940,614694,75661,373796,158837,693571,72547,384071,232103
02201,2020,275192,28040,150122,84787,128049,14189,72936,34223,147143,13851,77186,50564
02201,2010,299520,37622,189931,70690,139084,19139,91244,27902,160436,18483,98687,42788
02201,2015,287648,32528,168992,80297,133560,16572,81505,32265,154088,15956,87487,48032
02202,2020,168466,17417,95115,53922,77251,8953,45946,21384,91215,8464,49169,32538
02202,2010,183473,21829,113183,46401,84064,11142,53757,18051,99409,10687,59426,28350
02202,2015,177411,19410,105062,51830,81367,9961,50315,20483,96044,9449,54747,31347
02203,2020,223415,25636,126567,69328,106818,13155,63266,29160,116597,12481,63301,40168
02203,2010,237615,31926,149842,55030,113340,16302,73916,22684,124275,15624,75926,32346
02203,2015,231257,28122,136712,63614,110493,14433,67816,26596,120764,13689,68896,37018
02204,2020,31946,3214,17723,10943,14789,1645,8693,4419,17157,1569,9030,6524
02204,2010,36132,4635,22267,9150,16807,2413,10762,3570,19325,2222,11505,5580
02204,2015,34284,3864,20215,10178,15834,1964,9824,4034,18450,1900,10391,6144
02205,2020,51415,4852,27798,18363,23252,2448,13231,7323,28163,2404,14567,11040
02205,2010,58421,7334,34861,16226,26609,3719,16533,6357,31812,3615,18328,9869
02205,2015,55181,6007,31606,17433,24979,3023,14938,6924,30202,2984,16668,10509
02206,2020,60378,6398,33001,20320,28685,3297,16559,8514,31693,3101,16442,11806
02206,2010,66110,8513,41171,16294,31540,4343,20520,6591,34570,4170,20651,9703
02206,2015,63429,7325,37028,18850,30084,3776,18395,7826,33345,3549,18633,11024
02207,2020,39152,4994,23094,10385,19602,2573,12228,4326,19550,2421,10866,6059
02207,2010,41258,6475,26191,8381,20397,3303,13533,3421,20861,3172,12658,4960
02207,2015,40196,5791,24779,9478,19852,2980,12915,3847,20344,2811,11864,5631
02208,2020,54103,5714,29283,18249,26104,2952,15127,7589,27999,2762,14156,10660
02208,2010,61066,8190,37140,15414,29028,4148,18496,6170,32038,4042,18644,9244
02208,2015,58493,7007,33885,17326,28057,3562,17164,7165,30436,3445,16721,10161
02209,2020,30934,2903,16001,12002,14363,1469,8097,4782,16571,1434,7904,7220
02209,2010,37243,4268,21792,11183,17488,2164,10923,4401,19755,2104,10869,6782
02209,2015,33316,3474,18309,11507,15547,1780,9174,4577,17769,1694,9135,6930
02210,2020,30567,3282,16504,10777,14188,1667,8166,4354,16379,1615,8338,6423
02210,2010,33764,4081,20292,9391,15740,2057,9975,3708,18024,2024,10317,5683
02210,2015,32106,3634,18384,10085,14876,1850,9012,4012,17230,1784,9372,6073
02301,2020,10126,906,5050,4164,4818,462,2584,1768,5308,444,2466,2396
02301,2010,12361,1257,7386,3718,5851,659,3726,1466,6510,598,3660,2252
02301,2015,11142,1072,6123,3946,5275,554,3076,1644,5867,518,3047,2302
02303,2020,2334,105,939,1290,1119,59,511,549,1215,46,428,741
02303,2010,3217,208,1589,1420,1483,115,807,561,1734,93,782,859
02303,2015,2756,139,1225,1392,1293,80,640,573,1463,59,585,819
02304,2020,2540,247,1216,1077,1211,144,591,476,1329,103,625,601
02304,2010,3271,332,1872,1067,1567,180,960,427,1704,152,912,640
02304,2015,2896,291,1500,1080,1368,162,741,453,1528,129,759,627
02307,2020,5401,285,2362,2750,2527,162,1255,1106,2874,123,1107,1644
02307,2010,7089,611,3658,2819,3245,327,1814,1104,3844,284,1844,1715
02307,2015,6198,437,2927,2832,2884,244,1505,1133,3314,193,1422,1699
02321,2020,9044,701,4299,4034,4145,360,2151,1628,4899,341,2148,2406
02321,2010,11449,1155,6346,3948,5194,563,3110,1521,6255,592,3236,2427
02321,2015,10126,851,5230,4021,4580,407,2538,1619,5546,444,2692,2402
02323,2020,7346,481,3139,3726,3397,244,1599,1554,3949,237,1540,2172
02323,2010,9691,901,5021,3769,4503,456,2495,1552,5188,445,2526,2217
02323,2015,8429,667,3986,3776,3876,326,2014,1536,4553,341,1972,2240
02343,2020,1265,151,613,501,589,69,321,199,676,82,292,302
02343,2010,1594,145,904,544,824,80,520,224,770,65,384,320
02343,2015,1415,129,750,536,706,67,414,225,709,62,336,311
02361,2020,14573,1679,8090,4797,6748,849,3959,1936,7825,830,4131,2861
02361,2010,16021,1977,9642,4402,7430,991,4748,1691,8591,986,4894,2711
02361,2015,15179,1808,8739,4628,6985,930,4264,1787,8194,878,4475,2841
02362,2020,8665,631,4262,3771,3934,311,2098,1525,4731,320,2164,2246
02362,2010,10978,1062,6236,3680,4983,513,3044,1426,5995,549,3192,2254
02362,2015,9676,786,5133,3755,4385,403,2500,1481,5291,383,2633,2274
02367,2020,7326,836,3845,2639,3425,411,1961,1048,3901,425,1884,1591
02367,2010,8153,940,4896,2317,3856,492,2439,925,4297,448,2457,1392
02367,2015,7783,890,4393,2491,3657,445,2196,1010,4126,445,2197,1481
02381,2020,12700,1205,6672,4822,5806,618,3251,1936,6894,587,3421,2886
02381,2010,15227,1758,8986,4478,6914,880,4285,1745,8313,878,4701,2733
02381,2015,13935,1492,7700,4741,6347,751,3708,1887,7588,741,3992,2854
02384,2020,12074,1263,6236,4575,5553,637,3083,1833,6521,626,3153,2742
02384,2010,14270,1779,8234,4257,6628,905,4064,1659,7642,874,4170,2598
02384,2015,13392,1508,7492,4392,6235,768,3722,1745,7157,740,3770,2647
02387,2020,9657,756,4612,4289,4432,381,2259,1792,5225,375,2353,2497
